director_id,director
1144,Abhijeet Deshpande
1145,Mahesh Manjrekar
1146,Prakash Kunte
1147,Manish Saini
1148,Kenny Ortega
1149,Makarand Mane
1150,Vijay Maurya
1151,Sameer Patil
1152,Kenzo Maihara
1153,Ahmed Nader Galal
1154,Arati Kadav
1155,Maïmouna Doucouré
1156,Pepe Mora
1157,Marcos Carnevale
1158,Jeff Orlowski
1159,Cho Il
1160,Pippa Ehrlich
1161,Tolga Karaçelik
1162,Davis Guggenheim
1163,Philip Barantini
1164,Charlie Kaufman
1165,Abba T. Makama
1166,Junior Carelli
1167,Ertanto Robby Soediskam
1168,Mark Steven Johnson
1169,Felix Binder
1170,Thor Freudenthal
1171,Nguyen Thanh Tung
1172,Baltasar Kormákur
1173,Conrad Helten
1174,Ayumu Watanabe
1175,Hitoshi Namba
1176,Chris Miller
1177,Sean Anders
1178,Abbas Mustan
1179,Duncan McMath
1180,Dan Forgione
1181,Francesco Carnesecchi
1182,Greg Tiernan
1183,Mark Thornton
1184,Shamzu Zayba
1185,Jesse V. Johnson
1186,Brett Haley
1187,Chris Roland
1188,David Galán Galindo
1189,David Moreton
1190,Lester Hsi
1191,Cyrus Nowrasteh
1192,Isabel Sandoval
1193,Nathan Wiley
1194,Wayne Blair
1195,Atul Sabharwal
1196,Bernardo Arellano
1197,Trish Sie
1198,Hong Won-ki
1199,Khaled Marei
1200,Fred Wolf
1201,Niyi Akinmolayan
1202,Sammaria Sari Simanjuntak
1203,Chairun Nissa
1204,Tom Hooper
1205,Sergei Bodrov
1206,Anna Stone
1207,Cory Edwards
1208,Faraday Okoro
1209,Henry Joost
1210,Rebecca Zlotowski
1211,Sharan Sharma
1212,Tyler Spindel
1213,Vicky Wight
1214,Marc Meyers
1215,Franziska Meyer Price
1216,Steven Rinella
1217,Laura Terruso
1218,Martín Sastre
1219,Franck Nataf
1220,Pascal Amanfo
1221,Savage Steve Holland
1222,Mike Doyle
1223,Darren Grant
1224,Joseph Ruben
1225,Mfanelo Ngoma
1226,Colin Minihan
1227,Regina Welker
1228,Honey Trehan
1229,Katleho Ramaphakela
1230,Ariel Boles
1231,Álvaro Delgado-Aparicio L.
1232,Venkatesh Maha
1233,Nopparoj Chotmunkongsit
1234,Aniedi Anwah
1235,Mickey Fonseca
1236,Matias Mariani
1237,Jan Komasa
1238,Sue Kim
1239,Paul Solet
1240,Ben Kasulke
1241,Gagan Puri
1242,Teddy Chan
1243,Bhavin Wadia
1244,Tony Bancroft
1245,Tope Alake
1246,Fernando González Molina
1247,Yuki Tanada
1248,Alex Gibney
1249,Ahn Byoung-wook
1250,Sibusiso Khuzwayo
1251,Lisa Cortés
1252,Wilson Yip
1253,Dave Skinner
1254,Denis Do
1255,Leslye Davis
1256,Toka McBaror
1257,Peter Sullivan
1258,Axelle Laffont
1259,Daniel Oriahi
1260,Stefano Mordini
1261,Hayden Guppy
1262,Stéphane de Freitas
1263,André Odendaal
1264,Cassia Dian
1265,Amro Salah
1266,Sue Ding
1267,Gina Prince-Bythewood
1268,Wouter Bouvijn
1269,Funke Akindele
1270,Bryn Evans
1271,Cristina Costantini
1272,Hannah Fidell
1273,Chris Renaud
1274,Scott Zabielski
1275,Coodie
1276,QLF
1277,Sachin Kundalkar
1278,Puri Jagannadh
1279,Vishal Mahadkar
1280,Anthony D'Souza
1281,Soumendra Padhi
1282,Fuwad Khan
1283,Nishikant Kamat
1284,Krish
1285,Kabir Sadanand
1286,Rachit Kusonkoonsiri
1287,Shoojit Sircar
1288,Omung Kumar
1289,Umesh Shukla
1290,Devika Bhagat
1291,Takashi Doscher
1292,Shubham Singh
1293,Abbas Alibhai Burmawalla
1294,Luv Ranjan
1295,Vikas Bahl
1296,Neeraj Pandey
1297,Aanand Rai
1298,Gurmmeet Singh
1299,LP
1300,Rako Prijanto
1301,Raoul Peck
1302,Shirley Frimpong-Manso
1303,Fabio Ock
1304,Sabina Fedeli
1305,Kyran Kelly
1306,Salvador Calvo
1307,Cem Yılmaz
1308,Bruce Beresford
1309,Michael Duggan
1310,Almudena Carracedo
1311,Paul Verhoeven
1312,Younuts!
1313,Obi Emelonye
1314,Daniel Effiong
1315,Abhijit Panse
1316,Rachel Griffiths
1317,David Dobkin
1318,Oluseyi Asurf
1319,Eduardo Roy Jr.
1320,Ravikanth Perepu
1321,Sooraj R. Barjatya
1322,Bonni Cohen
1323,Anvita Dutt
1324,Gaspar Antillo
1325,Eric Notarnicola
1326,Musthafa
1327,Ishaya Bako
1328,Kate Mulleavy
1329,Akhigbe Ilozobhie
1330,Apurva Dhar Badgaiyann
1331,Elissa Down
1332,Guillaume Pierret
1333,Olivier Assayas
1334,Junichi Sato
1335,Pablo Aulita
1336,Manatsanun Phanlerdwongsakul
1337,Georges Hachem
1338,Peter Lepeniotis
1339,Jim Hosking
1340,Paco Aguilar
1341,Greg McLean
1342,Juan José Campanella
1343,A. Raajdheep
1344,Nicholas Kharkongor
1345,Michael McKay
1346,Kitaro Kosaka
1347,Ali F. Mostafa
1348,Ayman Makram
1349,George Gallo
1350,Ry Russo-Young
1351,Barbara Białowąs
1352,Akhil Paul
1353,Kanika Batra
1354,Michael Cristofer
1355,Mohamed Khan
1356,Adriana Trigiani
1357,Phil Sgriccia
1358,Andaç Haznedaroğlu
1359,Murat Kepez
1360,Greta Gerwig
1361,Sam Rega
1362,Wael Ehsan
1363,Inas El-Degheidy
1364,Ahmed Al-Badry
1365,Sameh Abdulaziz
1366,Wael Ihsan
1367,Izidore K. Musallam
1368,Sherif Arafa
1369,Yasir Al Yasiri
1370,Safdar Rahman
1371,Tomas Brickhill
1372,Hani Al-Shaibani
1373,Mamoru Hosoda
1374,James Franco
1375,Niall Johnson
1376,Michael Damian
1377,Ahmed Zain
1378,Angshuman Ghosh
1379,Ahmed Zein
1380,Alejandro Montiel
1381,Fernando Frías de la Parra
1382,Madeleine Parry
1383,Yu Yang
1384,Jesse Warn
1385,Josh Safdie
1386,Hiromasa Yonebayashi
1387,Michael Showalter
1388,Norm Hiscock
1389,Almunsif Alsuwaisi
1390,Fouad Al Shatti
1391,Fouad El-Mohandes
1392,Andrés Feddersen
1393,Samir Al Asfory
1394,Hussein Kamal
1395,Hassan AbdulSalam
1396,Houssam El-Din Mustafa
1397,Muhammad Fadl
1398,Lonzo Nzekwe
1399,Alex Timbers
1400,Rebecca Johnson
1401,Carlos Morett
1402,Megha Ramaswamy
1403,Saeed Hamed
1404,Ali Ragab
1405,Ahmad El-Badri
1406,Marcus Raboy
1407,Haifaa Al-Mansour
1408,Mohammed Alhmly
1409,Lucien Bourjeily
1410,Laura Mañá
1411,Sivaroj Kongsakul
1412,Salmeen AlMurry Amer
1413,Mohit Suri
1414,Obaid Alhmoudi
1415,Adekunle Nodash Adejuyigbe
1416,Sadeq Behbehani
1417,Dylan Mohan Gray
1418,Hussein El Ansary
1419,Claire Scanlon
1420,Vipul Amrutlal Shah
1421,Donick Cary
1422,Will Forbes
1423,Francesco Amato
1424,Damien Chazelle
1425,S.A. Zaidi
1426,Hamad AlSarraf
1427,He Xiaofeng
1428,Nadia Hallgren
1429,Pedro Flores Maldonado
1430,Joe DeMaio
1431,Aaron Woodley
1432,Lucas Margutti
1433,Ashok Nanda
1434,Hernán Guerschuny
1435,Alex Ranarivelo
1436,Seth Barrish
1437,Brett Hedlund
1438,Joe Robert Cole
1439,Michelle Esrick
1440,Olivier Abbou
1441,Jeffrey Schwarz
1442,Craig Freimond
1443,Shirish Kunder
1444,Mysskin
1445,Alice Wu
1446,Joey So
1447,Dennie Gordon
1448,Michael M. Scott
1449,Sion Sono
1450,David Chuang
1451,Chris Bolan
1452,Omoni Oboli
1453,Saravana Rajan
1454,Sermiyan Midyat
1455,Ahmed Yousry
1456,Handan İpekçi
1457,Ferzan Özpetek
1458,Ashraf Fayeq
1459,Paul Munger
1460,Matei Dima
1461,Jonathan Augustin
1462,Venky Kudumula
1463,Amr Arafa
1464,Michel Hazanavicius
1465,Ahmed Saleh
1466,Ahmed Medhat
1467,Mohamed Yassin
1468,Chakri Toleti
1469,Neville Shah
1470,Upi Avianto
1471,Yoon Sung-hyun
1472,Rachel Mason
1473,Patryk Vega
1474,Marc Vigil
1475,Kris Pearn
1476,Ryan Polito
1477,Anoop Sathyan
1478,Müfit Can Saçıntı
1479,Cüneyt Kaya
1480,Greg Barker
1481,Leticia Jorge Romero
1482,Adrien Lagier
1483,Ethan Coen
1484,Jon M. Chu
1485,Diego Pignataro
1486,Ian Edelman
1487,Ali Yorgancıoğlu
1488,Digo Ricio
1489,Emcy Joseph
1490,Kranthi Madhav
1491,Matt D'Elia
1492,Jeff Chan
1493,Dean Craig
1494,Grand Corps Malade
1495,Jay Karas
1496,Stefano Lodovichi
1497,Alan Yang
1498,Perci Intalan
1499,M. Night Shyamalan
1500,Chris Robinson
1501,Eddie Mensore
1502,Sean Baker
1503,Padraig Reynolds
1504,Yorgos Lanthimos
1505,Michael Dowse
1506,Pablo Lejarreta
1507,Armando Iannucci
1508,Akira Saitoh
1509,Haruka Fujita
1510,Mukul Anand
1511,Karan Malhotra
1512,David Batra
1513,Tarun Mansukhani
1514,Ramesh Talwar
1515,Mahesh Bhatt
1516,Raj Khosla
1517,Punit Malhotra
1518,Soham Shah
1519,Karan Johar
1520,Nikkhil Advani
1521,Shakun Batra
1522,Prakash Mehra
1523,Anand Ravichandran
1524,Richard Claus
1525,Floria Sigismondi
1526,Renzil D'Silva
1527,Fritz Böhm
1528,Ravishankar Venkateswaran
1529,Vijay S. Bhanushali
1530,David Hunt
1531,Stephen S. Campanelli
1532,Rakesh Ranjan Kumar
1533,Sam Irvin
1534,Gary Stretch
1535,Desingh Periyasamy
1536,TJ Sullivan
1537,Neeraj Udhwani
1538,Patrice Laliberté
1539,Ellen Page
1540,Todd Kauffman
1541,Prentice Penny
1542,Zsolt Pálfi
1543,Nawapol Thamrongrattanarit
1544,Marlene Melchior
1545,Aaron Lieber
1546,Tamas Yvan Topolanszky
1547,Àlex Pastor
1548,Rami Hachache
1549,Francisco Macri
1550,Gabriela García Rivas
1551,Eric Goode
1552,Francesco Lettieri
1553,John Suits
1554,Takeru Nakajima
1555,Susan Walter
1556,Masaaki Yuasa
1557,Pierre Deschamps
1558,Jeff Tomsic
1559,Scot Armstrong
1560,Naman Nitin Mukesh
1561,Lynn Novick
1562,Navjot Gulati
1563,Stephanie Zwane
1564,Owen Trevor
1565,Stephanie Turner
1566,Liz Garbus
1567,Mehmet Ada Öztekin
1568,Jos Humphrey
1569,Sharmeen Obaid-Chinoy
1570,Toyin Abraham
1571,Ruchi Narain
1572,Christophe Charrier
1573,Daniel Calparsoro
1574,Trivikram Srinivas
1575,Kittiphak Thonguam
1576,Cristi Puiu
1577,Sebastian Jones
1578,Carlos Sedes
1579,Adam B. Stein
1580,Athiyan Athirai
1581,Zuko Nodada
1582,Madonna
1583,Milton Horowitz
1584,Sneha Taurani
1585,Momoko Kamiya
1586,Matthew Ross
1587,Lee Kirk
1588,Ziggy Hofmeyr
1589,Gustavo Ron
1590,Yacine Belhousse
1591,Sam Dunn
1592,Kunihiko Yuyama
1593,Ali Kalthami
1594,Tolu Awobiyi
1595,Oyefunke Fayoyin
1596,Jason Orley
1597,Robert Eagar
1598,Travis Stevens
1599,Mick Grogan
1600,Nora Fingscheidt
1601,Jeethu Joseph
1602,Dee Rees
1603,Sooni Taraporevala
1604,Linda Korsten
1605,Tom Barton-Humphreys
1606,Angelina Jolie
1607,R.J. Daniel Hanna
1608,Paco Cabezas
1609,Peter Billingsley
1610,Jason Zada
1611,Avgousta Zourelidi
1612,Richard Phelan
1613,Rod Cabatana Marmol
1614,Michał Tylka
1615,Oliver Kienle
1616,Brian Webber
1617,Takashi Yamazaki
1618,Pantham Thongsang
1619,Paul Krüger
1620,Benny Safdie
1621,Andres Clariond
1622,Andrew Dean
1623,Lars Klevberg
1624,Lukasz Kosmicki
1625,Shanavas K. Bavakutty
1626,Kwabena Gyansah
1627,Jeff Baena
1628,Kumaran
1629,Jared Moshé
1630,Austin Peck
1631,James Bamford
1632,Julia Willoughby Nason
1633,Nate Adams
1634,Ivan Silvestrini
1635,Robert Krantz
1636,Gregory Jacobs
1637,Alfonso Cortés-Cavanillas
1638,Xavier Manrique
1639,Richard Gabai
1640,Alfons Adetuyi
1641,Thomas Astruc
1642,Erwin van den Eshof
1643,G.J. Echternkamp
1644,Hikari
1645,Jean-Claude Flamand-Barny
1646,Lana Wilson
1647,Shannon Hartman
1648,David Oelhoffen
1649,Ramesh Sippy
1650,Josh Z. Weinstein
1651,Chung Mong-hong
1652,Johnny Breedt
1653,César Rodrigues
1654,Quek Shio-chuan
1655,Pablo Stoll
1656,Krysia Plonka
1657,Madhumita
1658,Debamitra Biswal
1659,David Lynch
1660,Tyler Perry
1661,Caryn Waechter
1662,Tim Hill
1663,Numa Perrier
1664,Brian Helgeland
1665,Yoshiyuki Momose
1666,Danny Boyle
1667,Rima Das
1668,Paco Plaza
1669,Andrew Goth
1670,William Kaufman
1671,David Benioff
1672,Steve Boettcher
1673,Mikhil Musale
1674,Tom Green
1675,David Lowery
1676,Maria Ripoll
1677,Yibrán Asuad
1678,Edwin
1679,Vadim Jean
1680,Mark A.Z. Dippé
1681,John A. Davis
1682,Justin Webster
1683,Tetsuo Yajima
1684,John Lyde
1685,Steve Rash
1686,Ravi Babu
1687,Soumitra Ranade
1688,Jon Rosenbaum
1689,Bruce Leddy
1690,Yuki Yamato
1691,Andrew Wessels
1692,Emir Kusturica
1693,Odunlade Adekola
1694,Elisa Fuksas
1695,Lee Toland Krieger
1696,Akiyuki Shinbo
1697,Ron Oliver
1698,Shojiro Nishimi
1699,Pepe Bojórquez
1700,Rhys Thomas
1701,David M. Rosenthal
1702,Louise Alston
1703,Sunkanmi Adebayo
1704,Falz
1705,Frank Rajah Arase
1706,Fernando Meirelles
1707,Rodrigo Reyes
1708,Mark Lewis
1709,Sebastian DiNatale
1710,Nuhash Humayun
1711,Karan Anshuman
1712,Farhan Akhtar
1713,Zoya Akhtar
1714,Mrighdeep Singh Lamba
1715,Tsutomu Mizushima
1716,Reema Kagti
1717,Jadesola Osiberu
1718,Vijay Lalwani
1719,Abhishek Kapoor
1720,Michael Bay
1721,Biodun Stephen
1722,Ding-Lin Wang
1723,Richard van't Riet
1724,Shonali Bose
1725,Lance Bangs
1726,Robbie Countryman
1727,Trey Edward Shults
1728,Sujeeth
1729,Alexandre Avancini
1730,Noah Baumbach
1731,Atsuko Ishizuka
1732,Eric Aghimien
1733,Michel Tikhomiroff
1734,Robert Kenner
1735,John Schultz
1736,Linda Mendoza
1737,Michelle Johnston
1738,Vijay Kumar Arora
1739,Matt Shakman
1740,Mikhail Red
1741,Pankaj Batra
1742,Serge Ou
1743,Navaniat Singh
1744,Gaurav Bavdankar
1745,Jagdeep Sidhu
1746,Tanawat Aiemjinda
1747,Mukesh Vohra
1748,Syrine Boulanouar
1749,Tudor Giurgiu
1750,Abhishek Sharma
1751,Mati Diop
1752,Jérémy Clapin
1753,Mandla Dube
1754,Mike Ezuruonye
1755,Cheta Chukwu
1756,Roger Russell
1757,Edward Zwick
1758,Basava Shankar Eeday
1759,Elle-Máijá Tailfeathers
1760,Sanjiv Jaiswal
1761,Marta Jaenes
1762,Julien Abraham
1763,Monika Mitchell
1764,Eva Orner
1765,KVR Mahendra
1766,Juan Carlos Rulfo
1767,Raj R
1768,Steve Paley
1769,Timo Vuorensola
1770,Robb Dipple
1771,Eli Roth
1772,Wash Westmoreland
1773,Alessandro Angulo
1774,Mauro Scandolari
1775,Arjun Jandyala
1776,Shashanka Ghosh
1777,Naoko Yamada
1778,Sergio Pablos
1779,Valli Bindana
1780,Makoto Shinkai
1781,Gautier & Leduc
1782,Christopher Storer
1783,Josh Aronson
1784,Luke Snellin
1785,Xavier Durringer
1786,Pawan Kumar
1787,Phillip Youmans
1788,Zhang Yimou
1789,Neal Brennan
1790,Azazel Jacobs
1791,Jung Ji-woo
1792,Matt D'Avella
1793,Parthiban
1794,Scott McAboy
1795,Raymie Muzquiz
1796,Joe Menendez
1797,Eric Bross
1798,Will Eisenberg
1799,Marina Seresesky
1800,Kenny Leon
1801,Harvey Lowry
1802,James Dearden
1803,Drea Cooper
1804,Michael A. Nickles
1805,Blayne Weaver
1806,David Michôd
1807,Marco Bonfanti
1808,Everardo González
1809,Rodrigo Guardiola
1810,Juani Libonatti
1811,DJ Chen
1812,Park Joon-hwa
1813,Saravana Rajendran
1814,Matt Kay
1815,Craig Brewer
1816,Billy Lyons
1817,Michael Steed
1818,Zak Hilditch
1819,Michael Steiner
1820,Andrew Slater
1821,Glen Goei
1822,Huw Cordey
1823,Yuen Woo-ping
1824,Gillian Robespierre
1825,Thomas Vinterberg
1826,Ciarán Foy
1827,Daniel Sánchez Arévalo
1828,Don Omope
1829,Ed Perkins
1830,Steven Soderbergh
1831,Udai Singh Pawar
1832,Guntur Soeharjanto
1833,Bassam Tariq
1834,Leslie Iwerks
1835,Louie Psihoyos
1836,Ahmet Katıksız
1837,Jean-François Blais
1838,Leïla Sy
1839,Vince Gilligan
1840,Bolanle Austen-Peters
1841,Dennis Rovira van Boekholt
1842,Naoto Amazutsumi
1843,Jenny Gage
1844,Kaila York
1845,Vandana Kataria
1846,Onur Bilgetay
1847,Vincenzo Natali
1848,Tugçe Soysop
1849,Jacob Joice
1850,Luis Javier Henaine
1851,Anand Kamalakar
1852,Lee Yoon-jung
1853,Roy Poortmans
1854,Vrinda Samartha
1855,Nicholaus Goossen
1856,Stig Bergqvist
1857,Igor Kovalyov
1858,Danny Cannon
1859,Mana Yasuda
1860,Gupse Özay
1861,Jim Mickle
1862,Jumpei Mizusaki
1863,Mangesh Hadawale
1864,Wong Kar Wai
1865,Otilia Portillo Padua
1866,B. V. Nandini Reddy
1867,Michael J. Bassett
1868,Rahul Ravindran
1869,Archie Borders
1870,Deepti Naval
1871,Scott Aukerman
1872,Mariano Barroso
1873,Kiko Cruz Claverol
1874,Sandeep Reddy Vanga
1875,Randall Lobb
1876,Alex Stapleton
1877,Teng Huatao
1878,Nzingha Stewart
1879,Orlando von Einsiedel
1880,Anubhav Sinha
1881,Maha Venkatesh
1882,Tharun Bhascker
1883,Farhan Alam
1884,A. L. Vijay
1885,Petra Costa
1886,Hayato Date
1887,Rémy Four
1888,Alejandro Fernández Almendras
1889,Jota Linares
1890,Wagner de Assis
1891,White Trash Tyler
1892,Stan Lathan
1893,Yeung Yat-Tak
1894,Rai Yuvraj Bains
1895,Sunil Thakur
1896,Muh Chen
1897,Saurabh Sinha
1898,Ashwin Saravanan
1899,Julia Knowles
1900,Tarsem Singh
1901,Kepa Sojo
1902,Cho Li
1903,Manu Ashokan
1904,Anita Udeep
1905,Vlad Yudin
1906,Alberto Arnaut Estrada
1907,Robert Moresco
1908,Aadish Keluskar
1909,Joe Murray
1910,Jesse Moss
1911,Shin Won-ho
1912,Sujoy Ghosh
1913,John Asher
1914,Alex Burunova
1915,Jesús Torres Torres
1916,Camille Shooshani
1917,Vijay Kumar
1918,Phanindra Narsetti
1919,Gideon Raff
1920,Jorge M. Fontana
1921,Olivier Afonso
1922,Karim Amer
1923,Jay Chapman
1924,Dante Lam
1925,Chi Keung Fung
1926,Corey Yuen
1927,To-hoi Kong
1928,Frank Ariza
1929,Jerry Seinfeld
1930,Aditya Sarpotdar
1931,Nisheeta Keni
1932,Daniel Gray Longino
1933,Gerardo Olivares
1934,Wi Ding Ho
1935,Joe Lynch
1936,Andreas Pichler
1937,Daniel Arasanz
1938,Spike Jonze
1939,Marcelo Altmark
1940,Hernán Zin
1941,Sittisiri Mongkolsiri
1942,Robbie Grewal
1943,Thiagarajan Kumararaja
1944,Kate Horne
1945,Roberto Girault Facha
1946,Svati Chakravarty Bhatkal
1947,Kevin Bray
1948,Miguel Cohan
1949,Luis Alberto Restrepo
1950,Hideaki Anno
1951,Abhijit Kokate
1952,Antonin Baudry
1953,Jon Watts
1954,Jakob Lass
1955,John Haptas
1956,Sanjay Jadhav
1957,Vinod Kapri
1958,Elías León
1959,Kyle Newacheck
1960,Mark Ritchie
1961,Rocky Soraya
1962,Federico Veiroj
1963,Isabel Coixet
1964,Grant Sputore
1965,Juan Antin
1966,Hanno Olderdissen
1967,Amar Kaushik
1968,Eva Trobisch
1969,Mathieu Auvray
1970,Limbert Fabian
1971,Datta Mohan Bhandare
1972,Sanjib Dey
1973,Daniel Yee Heng Chan
1974,Rakeysh Omprakash Mehra
1975,Han Han
1976,Jang Jae-hyun
1977,Sudabeh Mortezai
1978,Richard Shepard
1979,Mike Diva
1980,Trisha Ziff
1981,Vasan Bala
1982,Diego Enrique Osorno
1983,Pedring A. Lopez
1984,Sam Cullman
1985,Francesco Imperato
1986,Stefon Bristol
1987,Kate Melville
1988,Aditya Vikram Sengupta
1989,Mandie Fletcher
1990,Aijaz Khan
1991,Gonzalo López-Gallego
1992,Abby Epstein
1993,Hepi Mita
1994,Che Sandoval
1995,Jean-Bernard Marlin
1996,Yee Tung-Shing
1997,Patricia Font
1998,Yen Cheng-kuo
1999,Alex Parkinson
2000,Frant Gwo
2001,Hao Wu
2002,Felipe Cano
2003,Gabriela Tagliavini
2004,Lee Jeong-beom
2005,William Bindley
2006,Manav Shah
2007,Michael Epstein
2008,Rachel Lears
2009,Syamsul Yusof
2010,Mangesh Kanthale
2011,Herman Yau
2012,Dar Gai
2013,Sathyan Anthikad
2014,Brian Oakes
2015,Bille August
2016,Fab Five Freddie
2017,Sandra Restrepo
2018,Sarthak Dasgupta
2019,Jennifer Kaytin Robinson
2020,Renato De Maria
2021,Alan Rickman
2022,Ulises Valencia
2023,Beyoncé Knowles-Carter
2024,Richard Curtis
2025,Suparn Verma
2026,Anant Balani
2027,Soukarya Ghosal
2028,Leena Yadav
2029,Amitabha Singh
2030,Hasan Karacadağ
2031,Chris Nelson
2032,Lee Kyoungmi
2033,John R. Leonetti
2034,Jeremiah Jones
2035,Brie Larson
2036,Shelly Chopra Dhar
2037,Shanjey Kumar Perumal
2038,Tianyu Zhao
2039,Shazia Ali Khan
2040,Erik White
2041,Owen Egerton
2042,Sam Blitz Bazawule
2043,Swapnaneel Jayakar
2044,Kyzza Terrazas
2045,John Lee Hancock
2046,Theo Love
2047,Awi Suryadi
2048,Raj Babu
2049,Javier Ruiz Caldera
2050,Chanon Yingyong
2051,Stuart Sender
2052,Wenn V. Deramas
2053,Joyce Bernal
2054,Maryo J. De los Reyes
2055,Karan Shivajirao Chavan
2056,Amy Schumer
2057,Richard Loncraine
2058,Pia Sukanya
2059,Yann Gozlan
2060,Lukas Dhont
2061,Frank W Chen
2062,Olivia M. Lamasan
2063,J.C. Chandor
2064,Brian Klein
2065,Ibrahim Bin Mohamed
2066,Clark Johnson
2067,Emmanuel Mouret
2068,Conor Allyn
2069,Nuel Naval
2070,Keoni Waxman
2071,Isao Yukisada
2072,A.R. Murugadoss
2073,Fritz Ofner
2074,Nottapon Boonprakob
2075,Xavier Gens
2076,Jonathan A. Rosenbaum
2077,Franck Phelizon
2078,Peter Howitt
2079,Chiwetel Ejiofor
2080,Rodrigo Salomón
2081,Miguel Ángel Vivas
2082,Carlos Vermut
2083,Sridhar Rangayan
2084,Michael Blieden
2085,Pawan K Shrivastava
2086,Mar Targarona
2087,Aruna Raje
2088,Alex Lehmann
2089,Elisabeth Vogler
2090,Parambrata Chatterjee
2091,Woo Min-ho
2092,Paul Miller
2093,Michael Del Monte
2094,Suseenthiran
2095,Matt Tyrnauer
2096,Prasanth Varma
2097,Gangadhar Salimath
2098,Daniel J. Clark
2099,Marcelo Galvão
2100,Shanawaz Nellikunnil
2101,Lars Kaalund
2102,Hari Nath
2103,Saket Chaudhary
2104,Tanuja Chandra
2105,Jackie van Beek
2106,Sachin Kamlakar Khot
2107,Daniel Monzón
2108,Rayka Zehtabchi
2109,Tom Stern
2110,Kelly Duane de la Vega
2111,Julio Medem
2112,Johnny Kevorkian
2113,Amshan Kumar
2114,Adam Davis
2115,Hsu Chih-yen
2116,Rick Morales
2117,Michael D. Black
2118,Dan Gilroy
2119,Mamat Khalid
2120,Amarjit Virdi
2121,Nishil Sheth
2122,Byun Hyuk
2123,Zoe Berriatúa
2124,Adam Bhala Lough
2125,Faozan Rizal
2126,Mansore
2127,Kuntz Agus
2128,Jerrold Tarog
2129,Laura Alvea
2130,Gastón Duprat
2131,Andy Caballero
2132,Seren Yüce
2133,Jonathan Helpert
2134,André D'Elia
2135,Skye Borgman
2136,Hashim Nadeem Khan
2137,Sarjun
2138,Feroz
2139,Syed Atif Ali
2140,Lee Seung-won
2141,Rik Reinholdtsen
2142,Gauravv K Chawla
2143,Bent-Jorgen Perlmutt
2144,Hugo Stuven
2145,Greg Pritikin
2146,Kobun Shizuno
2147,Kunal Kohli
2148,Noor Imran Mithu
2149,Nonzee Nimibutr
2150,Ísold Uggadóttir
2151,Lorena Munoz
2152,Genevieve Nnaji
2153,Terry Gilliam
2154,Yanyong Kuruaungkoul
2155,Lenin Bharathi
2156,Ranjit Jeyakodi
2157,Ram
2158,John Fortenberry
2159,Chris Bould
2160,Kevin Booth
2161,Paul M. Green
2162,Julio Fernández Talamantes
2163,Walter C. Miller
2164,Noriyuki Abe
2165,Ellen Brown
2166,Matt Askem
2167,Rob Zombie
2168,Álvaro Brechner
2169,Rakesh Mehta
2170,Eduardo Chauvet
2171,Gonzalo Bendala
2172,Noam Murro
2173,Kheiron
2174,Susanne Bier
2175,Irek Dobrowolski
2176,Gilbert Chan
2177,Rarecho
2178,Steve Cheng
2179,Sam Loh
2180,Jason Lai
2181,Samit Kakkad
2182,Prasobh Vijayan
2183,Sriram Raghavan
2184,Elaine Bogan
2185,Michael Cuesta
2186,David Cronenberg
2187,Thom Zimny
2188,James Marsh
2189,Sean Olson
2190,Sigrid Andrea Bernardo
2191,Guillermo de Oliveira
2192,Manoj Beedha
2193,Alfonso Cuarón
2194,John Hoffman
2195,Marco Risi
2196,Anne Fletcher
2197,Marek Losey
2198,Andy Serkis
2199,Mat King
2200,Bert Marcus
2201,Ahsan Rahim
2202,Cheang Pou Soi
2203,Enrique García Meza
2204,Katarina Launing
2205,Johnnie To
2206,Lawrence Cheng
2207,Prakash Balwant Saini
2208,Nam Ron
2209,Baljit Singh Deo
2210,Leung Lok Man
2211,Jazz Boon
2212,Felix Chong
2213,Dhanush
2214,Gary Mak
2215,Liu Jiang
2216,Joseduardo Giordano
2217,Alice Rohrwacher
2218,Nandita Das
2219,Romain Gavras
2220,Sebastián Hofmann
2221,Denny Lu
2222,Clay Kaytis
